transcript_id,section,lemma,count,rank,category,group,long_cluster,pos_group,doc_count,total_count,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound,ChatGPT_suggested_category,Claude_suggested_category,Claude_notes
creativity_0000,changed_aspects,synthesis,1,1.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,concerns,generate,2,1.0,,Audiovisual,4,VERB,127.0,186.0,it:8 | AI:6 | I:6 | lot:3 | that:3,image:22 | idea:13 | something:6 | music:4 | content:3,take:1,second:3 | conversation:3 | AI:2 | I:2 | input:2,,,,,DELEGATE,PRODUCE,
creativity_0000,concerns,concern,1,2.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,concerns,impact,1,2.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,concerns,leverage,1,2.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,concerns,make,1,2.0,,Audiovisual,4,VERB,262.0,403.0,I:52 | it:38 | that:15 | AI:14 | what:5,it:30 | sense:22 | I:19 | they:15 | decision:12,sure:34 | easy:15 | feel:10 | look:8 | hard:6,I:7 | year:3 | it:2 | material:2 | AI:2,,,,,DELEGATE,PRODUCE,"Context-dependent: produce vs cause; top objects: sense, decision; top comps: sure, easy, feel"
creativity_0000,dynamic,consider,1,1.0,,Audiovisual,4,VERB,25.0,28.0,I:10 | that:1 | person:1 | AI:1 | you:1,that:2 | impact:2 | concept:1 | thing:1 | collaboration:1,art:1 | load:1 | skilled:1 | successful:1 | need:1,whole:1 | impact:1 | myself:1 | future:1,,,,,UNCLEAR,COGNITION,
creativity_0000,dynamic,help,1,1.0,,Audiovisual,4,VERB,236.0,350.0,it:52 | AI:43 | that:15 | I:9 | which:6,I:164 | we:7 | they:5 | lot:5 | you:3,create:16 | come:16 | brainstorm:15 | get:13 | write:6,that:9 | research:6 | process:3 | task:2 | stage:2,obj:24 | obl:20 | nsubj:4 | compound:1 | ccomp:1,need:15 | ask:10 | get:5 | reach:2 | have:2,extra:4 | little:2 | more:2 | quick:1 | great:1,brainstorming:1 | hashtag:1,WORKFLOW,ASSIST,
creativity_0000,dynamic,refine,1,1.0,,Audiovisual,4,VERB,28.0,32.0,I:2 | that:1,idea:2 | it:2 | perspective:1 | description:1 | design:1,,draft:1 | work:1 | AI:1,,,,,REFINE,MODIFY,
creativity_0000,dynamic,send,1,1.0,,Audiovisual,4,VERB,25.0,26.0,I:10 | engine:1 | author:1 | it:1 | someone:1,it:7 | I:3 | they:2 | something:1 | message:1,,client:2 | there:2 | article:1 | name:1 | it:1,,,,,UNCLEAR,ACCESS,
creativity_0000,dynamic,suggest,1,1.0,,Audiovisual,4,VERB,26.0,28.0,it:11 | AI:2 | model:1 | individual:1 | that:1,way:4 | name:2 | connection:1 | chord:1 | story:1,use:2 | give:1 | change:1 | collaboration:1 | hollow:1,case:1 | name:1,,,,,DELEGATE,COMMUNICATE,
creativity_0000,extra_comments,take,1,1.0,,Audiovisual,4,VERB,189.0,237.0,I:41 | it:38 | that:17 | AI:15 | which:5,time:14 | it:10 | job:8 | lot:8 | work:8,easy:1 | travel:1 | long:1 | photoshopp:1 | suggest:1,it:4 | I:3 | there:2 | point:2 | that:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, require; top objects: time, job, lot, work"
creativity_0000,extra_comments,think,1,1.0,,Audiovisual,4,VERB,284.0,393.0,I:320 | it:4 | you:3 | person:2 | they:2,that:8 | more:3 | which:2 | card:1 | Moonlight:1,be:11 | have:10 | get:10 | continue:10 | help:9,of:8 | it:5 | that:5 | about:4 | AI:3,,,,,WORKFLOW,ATTITUDE,Polysemous: cognitive vs attitude; subjects heavily I-dominated
creativity_0000,future,help,1,1.0,,Audiovisual,4,VERB,236.0,350.0,it:52 | AI:43 | that:15 | I:9 | which:6,I:164 | we:7 | they:5 | lot:5 | you:3,create:16 | come:16 | brainstorm:15 | get:13 | write:6,that:9 | research:6 | process:3 | task:2 | stage:2,obj:24 | obl:20 | nsubj:4 | compound:1 | ccomp:1,need:15 | ask:10 | get:5 | reach:2 | have:2,extra:4 | little:2 | more:2 | quick:1 | great:1,brainstorming:1 | hashtag:1,WORKFLOW,ASSIST,
creativity_0000,future,know,1,1.0,,Audiovisual,4,VERB,120.0,149.0,I:66 | you:11 | who:9 | it:7 | they:7,how:13 | what:12 | thing:4 | it:3 | anything:3,good:5 | say:4 | have:4 | be:3 | use:3,example:2 | I:1 | process:1 | AI:1 | word:1,,,,,WORKFLOW,COGNITION,
creativity_0000,future,make,1,1.0,,Audiovisual,4,VERB,262.0,403.0,I:52 | it:38 | that:15 | AI:14 | what:5,it:30 | sense:22 | I:19 | they:15 | decision:12,sure:34 | easy:15 | feel:10 | look:8 | hard:6,I:7 | year:3 | it:2 | material:2 | AI:2,,,,,DELEGATE,PRODUCE,"Context-dependent: produce vs cause; top objects: sense, decision; top comps: sure, easy, feel"
creativity_0000,future,refine,1,1.0,,Audiovisual,4,VERB,28.0,32.0,I:2 | that:1,idea:2 | it:2 | perspective:1 | description:1 | design:1,,draft:1 | work:1 | AI:1,,,,,REFINE,MODIFY,
creativity_0000,future,speed,1,1.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,intro,get,1,1.0,,Audiovisual,4,VERB,235.0,318.0,I:79 | it:14 | AI:11 | we:6 | they:6,idea:18 | it:10 | image:9 | AI:8 | feedback:8,good:27 | do:9 | flow:6 | right:5 | close:5,AI:4 | time:3 | it:2 | place:2 | how:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, understand, become; top objects: idea, image, feedback"
creativity_0000,intro,let,1,1.0,,Audiovisual,4,VERB,69.0,72.0,I:7 | question:4 | that:2 | this:2 | they:1,we:38 | I:7 | it:6 | AI:6 | they:2,begin:11 | go:11 | do:8 | start:6 | know:3,instance:1,,,,,UNCLEAR,CONTROL,"Permission/causative verb; top comps: begin, go, do, start, know"
creativity_0000,intro,think,1,1.0,,Audiovisual,4,VERB,284.0,393.0,I:320 | it:4 | you:3 | person:2 | they:2,that:8 | more:3 | which:2 | card:1 | Moonlight:1,be:11 | have:10 | get:10 | continue:10 | help:9,of:8 | it:5 | that:5 | about:4 | AI:3,,,,,WORKFLOW,ATTITUDE,Polysemous: cognitive vs attitude; subjects heavily I-dominated
creativity_0000,project_example,analyse,1,1.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,project_example,ask,1,1.0,,Audiovisual,4,VERB,158.0,243.0,I:126 | model:2 | they:2 | you:2 | it:2,it:46 | AI:42 | question:26 | model:16 | I:4,generate:11 | create:10 | write:7 | give:6 | make:6,help:10 | example:8 | feedback:7 | list:6 | idea:5,,,,,WORKFLOW,COMMUNICATE,
creativity_0000,project_example,flow,1,1.0,,Audiovisual,4,VERB,20.0,21.0,juice:2 | that:2 | benefit:1 | which:1 | information:1,,good:2 | smooth:1,name:1 | manner:1 | I:1 | story:1,obj:7 | obl:6 | nsubj:4 | conj:2 | compound:2,break:2 | stay:1 | unblock:1 | set:1 | go:1,creative:1 | natural:1 | cognitive:1 | typical:1,work:4 | signal:2 | project:1,UNCLEAR,STATE,
creativity_0000,project_example,get,1,1.0,,Audiovisual,4,VERB,235.0,318.0,I:79 | it:14 | AI:11 | we:6 | they:6,idea:18 | it:10 | image:9 | AI:8 | feedback:8,good:27 | do:9 | flow:6 | right:5 | close:5,AI:4 | time:3 | it:2 | place:2 | how:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, understand, become; top objects: idea, image, feedback"
creativity_0000,project_example,help,1,1.0,,Audiovisual,4,VERB,236.0,350.0,it:52 | AI:43 | that:15 | I:9 | which:6,I:164 | we:7 | they:5 | lot:5 | you:3,create:16 | come:16 | brainstorm:15 | get:13 | write:6,that:9 | research:6 | process:3 | task:2 | stage:2,obj:24 | obl:20 | nsubj:4 | compound:1 | ccomp:1,need:15 | ask:10 | get:5 | reach:2 | have:2,extra:4 | little:2 | more:2 | quick:1 | great:1,brainstorming:1 | hashtag:1,WORKFLOW,ASSIST,
creativity_0000,project_example,make,1,1.0,,Audiovisual,4,VERB,262.0,403.0,I:52 | it:38 | that:15 | AI:14 | what:5,it:30 | sense:22 | I:19 | they:15 | decision:12,sure:34 | easy:15 | feel:10 | look:8 | hard:6,I:7 | year:3 | it:2 | material:2 | AI:2,,,,,DELEGATE,PRODUCE,"Context-dependent: produce vs cause; top objects: sense, decision; top comps: sure, easy, feel"
creativity_0000,project_example,use,1,1.0,,Audiovisual,4,VERB,479.0,961.0,I:462 | AI:14 | we:12 | it:10 | that:10,AI:315 | it:188 | tool:44 | that:24 | model:22,generate:11 | do:6 | write:6 | help:5 | create:3,for:13 | way:13 | writing:12 | example:10 | task:9,obj:15 | obl:14 | nsubj:11 | conj:6 | compound:5,make:6 | require:2 | think:2 | criticize:1 | forbid:1,great:2 | recent:2 | intrigue:2 | main:1 | excessive:1,AI:6 | ease:1,WORKFLOW,WORKFLOW,
creativity_0000,project_example,write,1,1.0,,Audiovisual,4,VERB,198.0,310.0,I:108 | AI:6 | it:4 | that:4 | they:3,story:15 | book:15 | novel:9 | it:8 | that:8,good:1 | allow:1 | amount:1 | wise:1 | use:1,they:5 | scratch:3 | about:3 | I:3 | something:2,,,,,DELEGATE,PRODUCE,
creativity_0000,walkthrough,use,2,1.0,,Audiovisual,4,VERB,479.0,961.0,I:462 | AI:14 | we:12 | it:10 | that:10,AI:315 | it:188 | tool:44 | that:24 | model:22,generate:11 | do:6 | write:6 | help:5 | create:3,for:13 | way:13 | writing:12 | example:10 | task:9,obj:15 | obl:14 | nsubj:11 | conj:6 | compound:5,make:6 | require:2 | think:2 | criticize:1 | forbid:1,great:2 | recent:2 | intrigue:2 | main:1 | excessive:1,AI:6 | ease:1,WORKFLOW,WORKFLOW,
creativity_0000,walkthrough,ask,1,2.0,,Audiovisual,4,VERB,158.0,243.0,I:126 | model:2 | they:2 | you:2 | it:2,it:46 | AI:42 | question:26 | model:16 | I:4,generate:11 | create:10 | write:7 | give:6 | make:6,help:10 | example:8 | feedback:7 | list:6 | idea:5,,,,,WORKFLOW,COMMUNICATE,
creativity_0000,walkthrough,bounce,1,2.0,,Audiovisual,4,VERB,16.0,16.0,I:5 | we:1 | they:1,idea:12 | direction:1,,of:3 | it:2 | off:2 | AI:2 | peer:1,,,,,UNCLEAR,COMMUNICATE,"Communicative; ""bounce ideas off"""
creativity_0000,walkthrough,clarify,1,2.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0000,walkthrough,mention,1,2.0,,Audiovisual,4,VERB,36.0,40.0,I:26 | that:2 | it:1 | location:1 | you:1,that:3 | streamer:1 | movie:1 | fact:1 | point:1,use:1 | take:1 | include:1 | freelancer:1,passing:2 | you:1 | video:1 | answer:1 | AI:1,,,,,DISCOURSE,COMMUNICATE,
creativity_0000,walkthrough,mix,1,2.0,,Audiovisual,4,VERB,12.0,12.0,it:1 | I:1,music:2 | genre:2 | plugin:1 | audio:1 | color:1,,studio:1 | fact:1 | future:1 | audio:1,,,,,UNCLEAR,RELATE,
creativity_0000,walkthrough,talk,1,2.0,,Audiovisual,4,VERB,26.0,27.0,I:7 | we:6 | it:1,population:1,,about:4 | idea:2 | block:1 | this:1 | consequence:1,,,,,DISCOURSE,COMMUNICATE,
creativity_0000,walkthrough,try,1,2.0,,Audiovisual,4,VERB,106.0,123.0,I:54 | you:2 | person:2 | tool:2 | we:1,it:4 | thing:3 | model:3 | take:1 | name:1,use:13 | do:8 | make:6 | find:5 | say:3,instrumental:1 | client:1 | role:1 | part:1 | scenario:1,,,,,EXPLORE,EXPLORE,
creativity_0001,basic_job_description,come,1,1.0,,Audiovisual,4,VERB,163.0,211.0,it:37 | I:29 | AI:11 | that:8 | model:3,that:3 | time:1 | idea:1 | same:1,light:1 | realise:1 | need:1 | see:1 | realistic:1,idea:39 | with:10 | mind:5 | from:5 | name:5,,,,,UNCLEAR,ACCESS,"Often ""come up with""; top obliques: idea, with, mind, name"
creativity_0001,basic_job_description,do,1,1.0,,Audiovisual,4,VERB,264.0,408.0,I:131 | it:23 | AI:13 | they:7 | that:6,that:23 | it:21 | this:20 | work:20 | thing:17,good:2 | quick:2 | honest:1 | pre-internet:1 | googl:1,I:7 | own:6 | project:4 | they:4 | AI:3,,,,,WORKFLOW,WORKFLOW,
creativity_0001,basic_job_description,have,1,1.0,,Audiovisual,4,VERB,469.0,738.0,I:385 | it:39 | that:22 | we:18 | they:16,idea:34 | concern:26 | AI:22 | question:20 | time:16,do:26 | go:10 | create:7 | spend:7 | make:6,example:12 | mind:5 | project:4 | past:4 | work:4,,,,,WORKFLOW,ACCESS,"Very generic auxiliary/possession verb; top objects: idea, concern, AI, question, time"
creativity_0001,basic_job_description,hope,1,1.0,,Audiovisual,4,VERB,34.0,36.0,I:33,,able:3 | answer:2 | use:2 | move:1 | have:1,future:1 | year:1,,,,,DISCOURSE,ATTITUDE,
creativity_0001,basic_job_description,mix,1,1.0,,Audiovisual,4,VERB,12.0,12.0,it:1 | I:1,music:2 | genre:2 | plugin:1 | audio:1 | color:1,,studio:1 | fact:1 | future:1 | audio:1,,,,,UNCLEAR,RELATE,
creativity_0001,basic_job_description,move,1,1.0,,Audiovisual,4,VERB,29.0,32.0,I:8 | it:1,forward:2 | person:1 | more:1 | way:1 | it:1,slow:1,scene:3 | front:1 | that:1 | project:1 | way:1,,,,,UNCLEAR,ACCESS,"Motion/change verb; top objects: forward, person"
creativity_0001,basic_job_description,play,1,1.0,,Audiovisual,4,VERB,21.0,23.0,I:9 | it:2 | AI:1 | participant:1 | player:1,game:2 | guitar:1 | instrument:1 | part:1 | supervisor:1,,with:2 | band:1 | extent:1 | educator:1 | what:1,,,,,EXPLORE,EXPLORE,
creativity_0001,basic_job_description,produce,1,1.0,,Audiovisual,4,VERB,55.0,60.0,I:7 | that:3 | AI:2 | model:2 | they:1,what:4 | image:3 | music:2 | content:2 | file:2,,word:1 | client:1 | skill:1 | reality:1 | idea:1,,,,,DELEGATE,PRODUCE,
creativity_0001,basic_job_description,record,1,1.0,,Audiovisual,4,VERB,13.0,14.0,watch:1,thought:1 | that:1 | episode:1 | meditation:1 | musician:1,,specification:1,,,,,UNCLEAR,PRODUCE,
creativity_0001,basic_job_description,see,1,1.0,,Audiovisual,4,VERB,166.0,226.0,I:118 | we:8 | you:3 | this:1 | he:1,it:28 | myself:18 | AI:13 | that:7 | this:5,use:13 | change:6 | become:5 | be:5 | get:4,tool:6 | term:2 | demo:1 | life:1 | moment:1,,,,,UNCLEAR,ACCESS,"Polysemous: perceive, understand; top comps: use, change, become; often ""see X as Y"""
creativity_0001,basic_job_description,work,1,1.0,,Audiovisual,4,VERB,186.0,244.0,I:105 | it:17 | that:9 | AI:5 | who:4,that:3 | way:2 | movement:1 | this:1 | it:1,good:1 | continue:1 | hard:1 | great:1 | create:1,on:19 | project:11 | with:10 | AI:9 | it:8,obj:103 | nmod:97 | obl:65 | nsubj:28 | compound:11,do:20 | use:11 | take:9 | create:7 | have:7,creative:52 | own:7 | more:4 | write:4 | personal:3,grunt:4 | design:3 | quality:3 | admin:3 | editing:2,WORKFLOW,WORKFLOW,
creativity_0001,changed_aspects,brainstorm,1,1.0,,Audiovisual,4,VERB,45.0,48.0,I:4 | they:1 | that:1,idea:16 | situation:2 | way:2 | painting:1 | approach:1,,draft:1 | AI:1 | own:1 | project:1 | hole:1,,,,,EXPLORE,EXPLORE,
creativity_0001,changed_aspects,get,1,1.0,,Audiovisual,4,VERB,235.0,318.0,I:79 | it:14 | AI:11 | we:6 | they:6,idea:18 | it:10 | image:9 | AI:8 | feedback:8,good:27 | do:9 | flow:6 | right:5 | close:5,AI:4 | time:3 | it:2 | place:2 | how:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, understand, become; top objects: idea, image, feedback"
creativity_0001,changed_aspects,procrastinate,1,1.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,changed_aspects,spend,1,1.0,,Audiovisual,4,VERB,46.0,51.0,I:26 | who:1 | much:1 | time:1 | writer:1,time:20 | lot:9 | hour:5 | amount:2 | year:1,brainstorm:1 | train:1 | create:1 | refine:1 | learn:1,task:3 | hour:1 | part:1 | it:1 | day:1,,,,,UNCLEAR,WORKFLOW,"Resource management; top objects: time, lot, hour, amount"
creativity_0001,changed_aspects,start,1,1.0,,Audiovisual,4,VERB,107.0,127.0,I:42 | we:7 | it:6 | person:4 | project:3,process:3 | project:3 | scene:2 | one:2 | conversation:2,use:7 | see:4 | write:3 | research:2 | look:2,idea:3 | with:2 | brainstorming:2 | way:1 | need:1,,,,,WORKFLOW,WORKFLOW,
creativity_0001,concerns,make,3,1.0,,Audiovisual,4,VERB,262.0,403.0,I:52 | it:38 | that:15 | AI:14 | what:5,it:30 | sense:22 | I:19 | they:15 | decision:12,sure:34 | easy:15 | feel:10 | look:8 | hard:6,I:7 | year:3 | it:2 | material:2 | AI:2,,,,,DELEGATE,PRODUCE,"Context-dependent: produce vs cause; top objects: sense, decision; top comps: sure, easy, feel"
creativity_0001,concerns,write,3,1.0,,Audiovisual,4,VERB,198.0,310.0,I:108 | AI:6 | it:4 | that:4 | they:3,story:15 | book:15 | novel:9 | it:8 | that:8,good:1 | allow:1 | amount:1 | wise:1 | use:1,they:5 | scratch:3 | about:3 | I:3 | something:2,,,,,DELEGATE,PRODUCE,
creativity_0001,concerns,use,2,2.0,,Audiovisual,4,VERB,479.0,961.0,I:462 | AI:14 | we:12 | it:10 | that:10,AI:315 | it:188 | tool:44 | that:24 | model:22,generate:11 | do:6 | write:6 | help:5 | create:3,for:13 | way:13 | writing:12 | example:10 | task:9,obj:15 | obl:14 | nsubj:11 | conj:6 | compound:5,make:6 | require:2 | think:2 | criticize:1 | forbid:1,great:2 | recent:2 | intrigue:2 | main:1 | excessive:1,AI:6 | ease:1,WORKFLOW,WORKFLOW,
creativity_0001,concerns,assist,1,3.0,,Audiovisual,4,VERB,16.0,17.0,AI:3 | that:1 | it:1,I:4 | you:1 | we:1,,process:1 | research:1 | ability:1 | writing:1 | thing:1,,,,,UNCLEAR,ASSIST,
creativity_0001,concerns,become,1,3.0,,Audiovisual,4,VERB,79.0,88.0,AI:15 | it:8 | I:4 | person:2 | process:2,something:1,advanced:3 | easy:3 | flood:2 | refine:2 | sophisticated:2,influence:1 | AI:1 | feature:1 | year:1 | time:1,,,,,UNCLEAR,STATE,
creativity_0001,concerns,find,1,3.0,,Audiovisual,4,VERB,171.0,208.0,I:113 | we:4 | person:3 | who:2 | you:1,myself:21 | way:11 | it:10 | that:8 | image:6,useful:9 | use:8 | helpful:5 | easy:4 | need:3,experience:2 | idea:2 | it:2 | AI:2 | website:1,,,,,WORKFLOW,ACCESS,"Polysemous: discover vs consider; top comps: useful, helpful, easy; ""find myself"""
creativity_0001,concerns,flood,1,3.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,concerns,have,1,3.0,,Audiovisual,4,VERB,469.0,738.0,I:385 | it:39 | that:22 | we:18 | they:16,idea:34 | concern:26 | AI:22 | question:20 | time:16,do:26 | go:10 | create:7 | spend:7 | make:6,example:12 | mind:5 | project:4 | past:4 | work:4,,,,,WORKFLOW,ACCESS,"Very generic auxiliary/possession verb; top objects: idea, concern, AI, question, time"
creativity_0001,concerns,help,1,3.0,,Audiovisual,4,VERB,236.0,350.0,it:52 | AI:43 | that:15 | I:9 | which:6,I:164 | we:7 | they:5 | lot:5 | you:3,create:16 | come:16 | brainstorm:15 | get:13 | write:6,that:9 | research:6 | process:3 | task:2 | stage:2,obj:24 | obl:20 | nsubj:4 | compound:1 | ccomp:1,need:15 | ask:10 | get:5 | reach:2 | have:2,extra:4 | little:2 | more:2 | quick:1 | great:1,brainstorming:1 | hashtag:1,WORKFLOW,ASSIST,
creativity_0001,concerns,like,1,3.0,,Audiovisual,4,VERB,86.0,108.0,I:97 | we:4 | you:3 | who:1 | person:1,that:4 | result:3 | idea:2 | something:1 | writing:1,use:14 | see:9 | think:7 | get:4 | take:3,future:2 | art:2 | TikTok:1 | Cricut:1 | one:1,,,,,DISCOURSE,ATTITUDE,
creativity_0001,concerns,play,1,3.0,,Audiovisual,4,VERB,21.0,23.0,I:9 | it:2 | AI:1 | participant:1 | player:1,game:2 | guitar:1 | instrument:1 | part:1 | supervisor:1,,with:2 | band:1 | extent:1 | educator:1 | what:1,,,,,EXPLORE,EXPLORE,
creativity_0001,concerns,rather,1,3.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,concerns,rob,1,3.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,concerns,see,1,3.0,,Audiovisual,4,VERB,166.0,226.0,I:118 | we:8 | you:3 | this:1 | he:1,it:28 | myself:18 | AI:13 | that:7 | this:5,use:13 | change:6 | become:5 | be:5 | get:4,tool:6 | term:2 | demo:1 | life:1 | moment:1,,,,,UNCLEAR,ACCESS,"Polysemous: perceive, understand; top comps: use, change, become; often ""see X as Y"""
creativity_0001,concerns,sell,1,3.0,,Audiovisual,4,VERB,30.0,35.0,I:12 | store:1 | Steven:1 | client:1,that:3 | print:3 | they:2 | product:2 | book:2,,Etsy:2 | Redacte:1 | on:1 | $:1 | event:1,,,,,UNCLEAR,ACCESS,"Commercial verb; top objects: print, product, book"
creativity_0001,concerns,slap,1,3.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,concerns,take,1,3.0,,Audiovisual,4,VERB,189.0,237.0,I:41 | it:38 | that:17 | AI:15 | which:5,time:14 | it:10 | job:8 | lot:8 | work:8,easy:1 | travel:1 | long:1 | photoshopp:1 | suggest:1,it:4 | I:3 | there:2 | point:2 | that:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, require; top objects: time, job, lot, work"
creativity_0001,concerns,think,1,3.0,,Audiovisual,4,VERB,284.0,393.0,I:320 | it:4 | you:3 | person:2 | they:2,that:8 | more:3 | which:2 | card:1 | Moonlight:1,be:11 | have:10 | get:10 | continue:10 | help:9,of:8 | it:5 | that:5 | about:4 | AI:3,,,,,WORKFLOW,ATTITUDE,Polysemous: cognitive vs attitude; subjects heavily I-dominated
creativity_0001,concerns,work,1,3.0,,Audiovisual,4,VERB,186.0,244.0,I:105 | it:17 | that:9 | AI:5 | who:4,that:3 | way:2 | movement:1 | this:1 | it:1,good:1 | continue:1 | hard:1 | great:1 | create:1,on:19 | project:11 | with:10 | AI:9 | it:8,obj:103 | nmod:97 | obl:65 | nsubj:28 | compound:11,do:20 | use:11 | take:9 | create:7 | have:7,creative:52 | own:7 | more:4 | write:4 | personal:3,grunt:4 | design:3 | quality:3 | admin:3 | editing:2,WORKFLOW,WORKFLOW,
creativity_0001,dynamic,want,2,1.0,,Audiovisual,4,VERB,192.0,249.0,I:183 | they:9 | who:8 | you:7 | person:4,it:22 | AI:7 | that:6 | something:4 | I:3,make:9 | use:8 | look:7 | see:7 | change:5,instance:2 | trailor:1 | term:1 | life:1 | it:1,,,,,DISCOURSE,ATTITUDE,
creativity_0001,dynamic,evoke,1,2.0,,Audiovisual,4,,,,,,,,,,,,,,
creativity_0001,dynamic,get,1,2.0,,Audiovisual,4,VERB,235.0,318.0,I:79 | it:14 | AI:11 | we:6 | they:6,idea:18 | it:10 | image:9 | AI:8 | feedback:8,good:27 | do:9 | flow:6 | right:5 | close:5,AI:4 | time:3 | it:2 | place:2 | how:2,,,,,WORKFLOW,ACCESS,"Polysemous: obtain, understand, become; top objects: idea, image, feedback"
creativity_0001,dynamic,have,1,2.0,,Audiovisual,4,VERB,469.0,738.0,I:385 | it:39 | that:22 | we:18 | they:16,idea:34 | concern:26 | AI:22 | question:20 | time:16,do:26 | go:10 | create:7 | spend:7 | make:6,example:12 | mind:5 | project:4 | past:4 | work:4,,,,,WORKFLOW,ACCESS,"Very generic auxiliary/possession verb; top objects: idea, concern, AI, question, time"
creativity_0001,dynamic,hear,1,2.0,,Audiovisual,4,VERB,13.0,14.0,I:5 | you:1,it:2 | person:1 | response:1 | word:1 | I:1,implement:1 | mention:1,thought:1 | a.m.:1 | lawyer:1 | minute:1 | it:1,,,,,UNCLEAR,ACCESS,Perceptual access verb
creativity_0001,dynamic,keep,1,2.0,,Audiovisual,4,VERB,70.0,79.0,I:14 | which:2 | it:1 | they:1 | that:1,track:10 | I:4 | it:4 | thing:3 | creativity:2,use:3 | go:2 | honest:1 | plausible:1 | consistent:1,mind:3 | of:2 | sure:1 | algorithm:1 | feature:1,,,,,UNCLEAR,ACCESS,"Generic retention verb; top objects: track, creativity; ""keep X in mind"""
