transcript_id,section,lemma,count,rank,category
creativity_0001,concerns,direction,1,3.0,
creativity_0001,concerns,driving,1,3.0,
creativity_0001,concerns,fix,1,3.0,
creativity_0001,concerns,force,1,3.0,
creativity_0001,concerns,hand,1,3.0,
creativity_0001,concerns,instrument,1,3.0,
creativity_0001,concerns,lot,1,3.0,
creativity_0001,concerns,melody,1,3.0,
creativity_0001,concerns,mistake,1,3.0,
creativity_0001,concerns,mother,1,3.0,
creativity_0001,concerns,music,1,3.0,
creativity_0001,concerns,oil,1,3.0,
creativity_0001,concerns,part,1,3.0,
creativity_0001,concerns,pre,1,3.0,
creativity_0001,concerns,process,1,3.0,
creativity_0001,concerns,product,1,3.0,
creativity_0001,concerns,production,1,3.0,
creativity_0001,concerns,rhythm,1,3.0,
creativity_0001,concerns,singer,1,3.0,
creativity_0001,concerns,snake,1,3.0,
creativity_0001,concerns,software,1,3.0,
creativity_0001,concerns,solution,1,3.0,
creativity_0001,concerns,song,1,3.0,
creativity_0001,concerns,songwriter,1,3.0,
creativity_0001,concerns,songwriting,1,3.0,
creativity_0001,concerns,space,1,3.0,
creativity_0001,concerns,thing,1,3.0,
creativity_0001,concerns,track,1,3.0,
creativity_0001,concerns,vibe,1,3.0,
creativity_0001,dynamic,idea,2,1.0,
creativity_0001,dynamic,Echoes,1,2.0,
creativity_0001,dynamic,control,1,2.0,
creativity_0001,dynamic,kind,1,2.0,
creativity_0001,dynamic,lot,1,2.0,
creativity_0001,dynamic,name,1,2.0,
creativity_0001,dynamic,one,1,2.0,
creativity_0001,dynamic,reason,1,2.0,
creativity_0001,dynamic,song,1,2.0,
creativity_0001,dynamic,sound,1,2.0,
creativity_0001,dynamic,thing,1,2.0,
creativity_0001,dynamic,wall,1,2.0,
creativity_0001,extra_comments,mind,1,1.0,
creativity_0001,extra_comments,window,1,1.0,
creativity_0001,future,music,3,1.0,
creativity_0001,future,AI,2,2.0,
creativity_0001,future,editor,2,2.0,
creativity_0001,future,hour,2,2.0,
creativity_0001,future,separation,2,2.0,
creativity_0001,future,stem,2,2.0,
creativity_0001,future,Ableton,1,3.0,
creativity_0001,future,Spotify,1,3.0,
creativity_0001,future,artist,1,3.0,
creativity_0001,future,audio,1,3.0,
creativity_0001,future,bummer,1,3.0,
creativity_0001,future,drum,1,3.0,
creativity_0001,future,heartbeat,1,3.0,
creativity_0001,future,htDemucs,1,3.0,
creativity_0001,future,machine,1,3.0,
creativity_0001,future,playlist,1,3.0,
creativity_0001,future,profile,1,3.0,
creativity_0001,future,quantizer,1,3.0,
creativity_0001,future,remixing,1,3.0,
creativity_0001,future,sampling,1,3.0,
creativity_0001,future,song,1,3.0,
creativity_0001,future,stream,1,3.0,
creativity_0001,future,task,1,3.0,
creativity_0001,future,tool,1,3.0,
creativity_0001,future,update,1,3.0,
creativity_0001,project_example,ChatGPT,2,1.0,
creativity_0001,project_example,name,2,1.0,
creativity_0001,project_example,project,2,1.0,
creativity_0001,project_example,track,2,1.0,
creativity_0001,project_example,EP,1,2.0,
creativity_0001,project_example,aesthetic,1,2.0,
creativity_0001,project_example,artist,1,2.0,
creativity_0001,project_example,description,1,2.0,
creativity_0001,project_example,info,1,2.0,
creativity_0001,project_example,list,1,2.0,
creativity_0001,project_example,lot,1,2.0,
creativity_0001,project_example,placeholder,1,2.0,
creativity_0001,project_example,round,1,2.0,
creativity_0001,project_example,song,1,2.0,
creativity_0001,project_example,theme,1,2.0,
creativity_0001,project_example,working,1,2.0,
creativity_0001,walkthrough,list,3,1.0,
creativity_0001,walkthrough,lyric,3,1.0,
creativity_0001,walkthrough,song,3,1.0,
creativity_0001,walkthrough,example,2,2.0,
creativity_0001,walkthrough,idea,2,2.0,
creativity_0001,walkthrough,name,2,2.0,
creativity_0001,walkthrough,pairing,2,2.0,
creativity_0001,walkthrough,word,2,2.0,
creativity_0001,walkthrough,ChatGPT,1,3.0,
creativity_0001,walkthrough,Claude,1,3.0,
creativity_0001,walkthrough,EP,1,3.0,
creativity_0001,walkthrough,block,1,3.0,
creativity_0001,walkthrough,brainstorming,1,3.0,
creativity_0001,walkthrough,daw,1,3.0,
creativity_0001,walkthrough,hook,1,3.0,
creativity_0001,walkthrough,instrument,1,3.0,
creativity_0001,walkthrough,instrumental,1,3.0,
creativity_0001,walkthrough,llm,1,3.0,
creativity_0001,walkthrough,music,1,3.0,
creativity_0001,walkthrough,one,1,3.0,
creativity_0001,walkthrough,question,1,3.0,
creativity_0001,walkthrough,seed,1,3.0,
creativity_0001,walkthrough,songwriting,1,3.0,
creativity_0001,walkthrough,theme,1,3.0,
creativity_0001,walkthrough,time,1,3.0,
creativity_0001,walkthrough,track,1,3.0,
creativity_0001,walkthrough,troubleshooting,1,3.0,
creativity_0001,walkthrough,workflow,1,3.0,
creativity_0001,walkthrough,worth,1,3.0,
creativity_0002,basic_job_description,content,4,1.0,
creativity_0002,basic_job_description,manager,2,2.0,
creativity_0002,basic_job_description,project,2,2.0,
creativity_0002,basic_job_description,article,1,3.0,
creativity_0002,basic_job_description,client,1,3.0,
creativity_0002,basic_job_description,keyword,1,3.0,
creativity_0002,basic_job_description,number,1,3.0,
creativity_0002,basic_job_description,page,1,3.0,
creativity_0002,basic_job_description,request,1,3.0,
creativity_0002,basic_job_description,result,1,3.0,
creativity_0002,basic_job_description,search,1,3.0,
creativity_0002,basic_job_description,seo,1,3.0,
creativity_0002,basic_job_description,team,1,3.0,
creativity_0002,basic_job_description,update,1,3.0,
creativity_0002,basic_job_description,web,1,3.0,
creativity_0002,basic_job_description,website,1,3.0,
creativity_0002,basic_job_description,work,1,3.0,
creativity_0002,basic_job_description,writer,1,3.0,
creativity_0002,changed_aspects,word,2,1.0,
creativity_0002,changed_aspects,change,1,2.0,
creativity_0002,changed_aspects,content,1,2.0,
creativity_0002,changed_aspects,day,1,2.0,
creativity_0002,changed_aspects,output,1,2.0,
creativity_0002,changed_aspects,time,1,2.0,
creativity_0002,concerns,AI,2,1.0,
creativity_0002,concerns,concern,2,1.0,
creativity_0002,concerns,content,1,2.0,
creativity_0002,concerns,day,1,2.0,
creativity_0002,concerns,job,1,2.0,
creativity_0002,concerns,lot,1,2.0,
creativity_0002,concerns,oversight,1,2.0,
creativity_0002,concerns,seo,1,2.0,
creativity_0002,dynamic,AI,3,1.0,
creativity_0002,dynamic,content,2,2.0,
creativity_0002,dynamic,check,1,3.0,
creativity_0002,dynamic,decision,1,3.0,
creativity_0002,dynamic,edit,1,3.0,
creativity_0002,dynamic,feel,1,3.0,
creativity_0002,dynamic,giveaway,1,3.0,
creativity_0002,dynamic,hallucination,1,3.0,
creativity_0002,dynamic,information,1,3.0,
creativity_0002,dynamic,issue,1,3.0,
creativity_0002,dynamic,lift,1,3.0,
creativity_0002,dynamic,phrase,1,3.0,
creativity_0002,dynamic,prompt,1,3.0,
creativity_0002,dynamic,style,1,3.0,
creativity_0002,dynamic,tone,1,3.0,
creativity_0002,future,AI,1,1.0,
creativity_0002,future,copywriter,1,1.0,
creativity_0002,future,engineer,1,1.0,
creativity_0002,future,job,1,1.0,
creativity_0002,future,role,1,1.0,
creativity_0002,future,seo,1,1.0,
creativity_0002,future,time,1,1.0,
creativity_0002,future,work,1,1.0,
creativity_0002,intro,question,1,1.0,
creativity_0002,project_example,AI,2,1.0,
creativity_0002,project_example,client,2,1.0,
creativity_0002,project_example,content,2,1.0,
creativity_0002,project_example,experience,1,2.0,
creativity_0002,project_example,lot,1,2.0,
creativity_0002,project_example,page,1,2.0,
creativity_0002,project_example,paragraph,1,2.0,
creativity_0002,project_example,project,1,2.0,
creativity_0002,project_example,scratch,1,2.0,
creativity_0002,project_example,sound,1,2.0,
creativity_0002,project_example,thing,1,2.0,
creativity_0002,project_example,time,1,2.0,
creativity_0002,project_example,tone,1,2.0,
creativity_0002,walkthrough,AI,2,1.0,
creativity_0002,walkthrough,content,2,1.0,
creativity_0002,walkthrough,idea,2,1.0,
creativity_0002,walkthrough,presentation,2,1.0,
creativity_0002,walkthrough,brainstorming,1,2.0,
creativity_0002,walkthrough,capability,1,2.0,
creativity_0002,walkthrough,fact,1,2.0,
creativity_0002,walkthrough,help,1,2.0,
creativity_0002,walkthrough,outline,1,2.0,
creativity_0002,walkthrough,page,1,2.0,
creativity_0002,walkthrough,prompt,1,2.0,
creativity_0002,walkthrough,proofreading,1,2.0,
creativity_0002,walkthrough,time,1,2.0,
creativity_0002,walkthrough,tool,1,2.0,
creativity_0002,walkthrough,topic,1,2.0,
creativity_0003,basic_job_description,style,4,1.0,
creativity_0003,basic_job_description,week,4,1.0,
creativity_0003,basic_job_description,lesson,3,2.0,
creativity_0003,basic_job_description,plan,3,2.0,
creativity_0003,basic_job_description,dance,2,3.0,
creativity_0003,basic_job_description,level,2,3.0,
creativity_0003,basic_job_description,piece,2,3.0,
creativity_0003,basic_job_description,student,2,3.0,
creativity_0003,basic_job_description,time,2,3.0,
creativity_0003,basic_job_description,Christmas,1,4.0,
creativity_0003,basic_job_description,ballet,1,4.0,
creativity_0003,basic_job_description,basis,1,4.0,
creativity_0003,basic_job_description,child,1,4.0,
creativity_0003,basic_job_description,choreographer,1,4.0,
creativity_0003,basic_job_description,choreography,1,4.0,
creativity_0003,basic_job_description,chorography,1,4.0,
creativity_0003,basic_job_description,class,1,4.0,
creativity_0003,basic_job_description,combination,1,4.0,
creativity_0003,basic_job_description,difficulty,1,4.0,
creativity_0003,basic_job_description,factor,1,4.0,
creativity_0003,basic_job_description,instructor,1,4.0,
creativity_0003,basic_job_description,jazz,1,4.0,
creativity_0003,basic_job_description,process,1,4.0,
creativity_0003,basic_job_description,season,1,4.0,
creativity_0003,basic_job_description,skill,1,4.0,
creativity_0003,basic_job_description,tap,1,4.0,
creativity_0003,basic_job_description,theme,1,4.0,
creativity_0003,basic_job_description,year,1,4.0,
creativity_0003,changed_aspects,planning,2,1.0,
creativity_0003,changed_aspects,AI,1,2.0,
creativity_0003,changed_aspects,anxiety,1,2.0,
creativity_0003,changed_aspects,detail,1,2.0,
creativity_0003,changed_aspects,lack,1,2.0,
creativity_0003,changed_aspects,lesson,1,2.0,
creativity_0003,changed_aspects,minute,1,2.0,
creativity_0003,changed_aspects,portion,1,2.0,
creativity_0003,changed_aspects,possibility,1,2.0,
creativity_0003,changed_aspects,time,1,2.0,
creativity_0003,concerns,AI,3,1.0,
creativity_0003,concerns,time,3,1.0,
creativity_0003,concerns,art,2,2.0,
creativity_0003,concerns,dance,2,2.0,
creativity_0003,concerns,lesson,2,2.0,
creativity_0003,concerns,plan,2,2.0,
creativity_0003,concerns,choreographer,1,3.0,
creativity_0003,concerns,choreography,1,3.0,
creativity_0003,concerns,cookie,1,3.0,
creativity_0003,concerns,crutch,1,3.0,
creativity_0003,concerns,cutter,1,3.0,
creativity_0003,concerns,dawn,1,3.0,
creativity_0003,concerns,form,1,3.0,
creativity_0003,concerns,future,1,3.0,
creativity_0003,concerns,help,1,3.0,
creativity_0003,concerns,influence,1,3.0,
creativity_0003,concerns,job,1,3.0,
creativity_0003,concerns,place,1,3.0,
creativity_0003,concerns,tool,1,3.0,
creativity_0003,concerns,use,1,3.0,
creativity_0003,dynamic,model,2,1.0,
creativity_0003,dynamic,AI,1,2.0,
creativity_0003,dynamic,decision,1,2.0,
creativity_0003,dynamic,difficulty,1,2.0,
creativity_0003,dynamic,etc.,1,2.0,
creativity_0003,dynamic,idea,1,2.0,
creativity_0003,dynamic,level,1,2.0,
creativity_0003,dynamic,prompt,1,2.0,
creativity_0003,dynamic,style,1,2.0,
creativity_0003,dynamic,track,1,2.0,
creativity_0003,extra_comments,thanks,1,1.0,
creativity_0003,future,choreography,1,1.0,
creativity_0003,future,style,1,1.0,
creativity_0003,project_example,time,5,1.0,
creativity_0003,project_example,AI,4,2.0,
creativity_0003,project_example,class,3,3.0,
creativity_0003,project_example,lesson,3,3.0,
creativity_0003,project_example,plan,3,3.0,
creativity_0003,project_example,age,2,4.0,
creativity_0003,project_example,dance,2,4.0,
creativity_0003,project_example,group,2,4.0,
creativity_0003,project_example,section,2,4.0,
creativity_0003,project_example,area,1,5.0,
creativity_0003,project_example,barre,1,5.0,
creativity_0003,project_example,combination,1,5.0,
creativity_0003,project_example,content,1,5.0,
creativity_0003,project_example,course,1,5.0,
creativity_0003,project_example,difficulty,1,5.0,
creativity_0003,project_example,example,1,5.0,
creativity_0003,project_example,floor,1,5.0,
creativity_0003,project_example,genre,1,5.0,
creativity_0003,project_example,instruction,1,5.0,
creativity_0003,project_example,jazz,1,5.0,
creativity_0003,project_example,level,1,5.0,
creativity_0003,project_example,lot,1,5.0,
creativity_0003,project_example,one,1,5.0,
creativity_0003,project_example,person,1,5.0,
creativity_0003,project_example,syllabi,1,5.0,
creativity_0003,project_example,website,1,5.0,
creativity_0003,project_example,week,1,5.0,
creativity_0003,walkthrough,AI,2,1.0,
creativity_0003,walkthrough,barre,1,2.0,
creativity_0003,walkthrough,center,1,2.0,
creativity_0003,walkthrough,choice,1,2.0,
creativity_0003,walkthrough,choreography,1,2.0,
creativity_0003,walkthrough,class,1,2.0,
creativity_0003,walkthrough,dance,1,2.0,
creativity_0003,walkthrough,exercise,1,2.0,
creativity_0003,walkthrough,floor,1,2.0,
creativity_0003,walkthrough,history,1,2.0,
creativity_0003,walkthrough,idea,1,2.0,
creativity_0003,walkthrough,integration,1,2.0,
creativity_0003,walkthrough,music,1,2.0,
creativity_0003,walkthrough,session,1,2.0,
creativity_0003,walkthrough,step,1,2.0,
creativity_0003,walkthrough,stretch,1,2.0,
creativity_0003,walkthrough,structure,1,2.0,
creativity_0003,walkthrough,student,1,2.0,
creativity_0003,walkthrough,thing,1,2.0,
creativity_0003,walkthrough,tool,1,2.0,
creativity_0003,walkthrough,warmup,1,2.0,
creativity_0003,walkthrough,week,1,2.0,
creativity_0004,basic_job_description,designer,2,1.0,
creativity_0004,basic_job_description,TV,1,2.0,
creativity_0004,basic_job_description,camera,1,2.0,
creativity_0004,basic_job_description,costume,1,2.0,
creativity_0004,basic_job_description,creative,1,2.0,
creativity_0004,basic_job_description,editor,1,2.0,
creativity_0004,basic_job_description,end,1,2.0,
creativity_0004,basic_job_description,film,1,2.0,
creativity_0004,basic_job_description,filming,1,2.0,
creativity_0004,basic_job_description,finish,1,2.0,
creativity_0004,basic_job_description,management,1,2.0,
creativity_0004,basic_job_description,person,1,2.0,
creativity_0004,basic_job_description,process,1,2.0,
creativity_0004,basic_job_description,production,1,2.0,
creativity_0004,basic_job_description,set,1,2.0,
creativity_0004,basic_job_description,start,1,2.0,
creativity_0004,basic_job_description,writer,1,2.0,
creativity_0004,changed_aspects,AI,1,1.0,
creativity_0004,changed_aspects,TV,1,1.0,
creativity_0004,changed_aspects,bit,1,1.0,
creativity_0004,changed_aspects,energy,1,1.0,
creativity_0004,changed_aspects,film,1,1.0,
creativity_0004,changed_aspects,impact,1,1.0,
creativity_0004,changed_aspects,task,1,1.0,
creativity_0004,changed_aspects,time,1,1.0,
creativity_0004,changed_aspects,work,1,1.0,
creativity_0004,concerns,person,4,1.0,
creativity_0004,concerns,job,3,2.0,
creativity_0004,concerns,AI,2,3.0,
creativity_0004,concerns,content,2,3.0,
creativity_0004,concerns,algorithm,1,4.0,
creativity_0004,concerns,background,1,4.0,
creativity_0004,concerns,barrier,1,4.0,
creativity_0004,concerns,datum,1,4.0,
creativity_0004,concerns,day,1,4.0,
creativity_0004,concerns,editing,1,4.0,
creativity_0004,concerns,entry,1,4.0,
creativity_0004,concerns,experience,1,4.0,
creativity_0004,concerns,field,1,4.0,
creativity_0004,concerns,filler,1,4.0,
creativity_0004,concerns,freelancer,1,4.0,
creativity_0004,concerns,human,1,4.0,
creativity_0004,concerns,income,1,4.0,
creativity_0004,concerns,lot,1,4.0,
creativity_0004,concerns,perspective,1,4.0,
creativity_0004,concerns,point,1,4.0,
creativity_0004,concerns,quality,1,4.0,
creativity_0004,concerns,risk,1,4.0,
creativity_0004,concerns,skill,1,4.0,
creativity_0004,concerns,story,1,4.0,
creativity_0004,concerns,stream,1,4.0,
creativity_0004,concerns,trade,1,4.0,
creativity_0004,concerns,type,1,4.0,
creativity_0004,concerns,writing,1,4.0,
creativity_0004,dynamic,task,2,1.0,
creativity_0004,dynamic,AI,1,2.0,
creativity_0004,dynamic,charge,1,2.0,
creativity_0004,dynamic,control,1,2.0,
creativity_0004,dynamic,decision,1,2.0,
creativity_0004,dynamic,design,1,2.0,
creativity_0004,dynamic,etc.,1,2.0,
creativity_0004,dynamic,image,1,2.0,
creativity_0004,dynamic,letter,1,2.0,
creativity_0004,dynamic,level,1,2.0,
creativity_0004,dynamic,name,1,2.0,
creativity_0004,dynamic,person,1,2.0,
creativity_0004,dynamic,text,1,2.0,
creativity_0004,dynamic,tool,1,2.0,
creativity_0004,future,time,3,1.0,
creativity_0004,future,tool,3,1.0,
creativity_0004,future,AI,2,2.0,
creativity_0004,future,background,2,2.0,
creativity_0004,future,effect,2,2.0,
creativity_0004,future,lot,2,2.0,
creativity_0004,future,money,2,2.0,
creativity_0004,future,process,2,2.0,
creativity_0004,future,Cuebric,1,3.0,
creativity_0004,future,LED,1,3.0,
creativity_0004,future,VFX,1,3.0,
creativity_0004,future,admin,1,3.0,
creativity_0004,future,application,1,3.0,
creativity_0004,future,area,1,3.0,
creativity_0004,future,arsenal,1,3.0,
creativity_0004,future,computer,1,3.0,
creativity_0004,future,content,1,3.0,
creativity_0004,future,creative,1,3.0,
creativity_0004,future,designer,1,3.0,
creativity_0004,future,energy,1,3.0,
creativity_0004,future,environment,1,3.0,
creativity_0004,future,look,1,3.0,
creativity_0004,future,opportunity,1,3.0,
creativity_0004,future,part,1,3.0,
creativity_0004,future,performance,1,3.0,
creativity_0004,future,production,1,3.0,
creativity_0004,future,realism,1,3.0,
creativity_0004,future,realm,1,3.0,
creativity_0004,future,stage,1,3.0,
creativity_0004,future,task,1,3.0,
creativity_0004,future,technique,1,3.0,
creativity_0004,future,use,1,3.0,
creativity_0004,future,volume,1,3.0,
creativity_0004,future,way,1,3.0,
creativity_0004,future,work,1,3.0,
creativity_0004,future,world,1,3.0,
creativity_0004,project_example,AI,3,1.0,
creativity_0004,project_example,HR,2,2.0,
creativity_0004,project_example,film,2,2.0,
creativity_0004,project_example,production,2,2.0,
creativity_0004,project_example,TV,1,3.0,
creativity_0004,project_example,behaviour,1,3.0,
creativity_0004,project_example,comm,1,3.0,
creativity_0004,project_example,department,1,3.0,
creativity_0004,project_example,document,1,3.0,
creativity_0004,project_example,event,1,3.0,
creativity_0004,project_example,expert,1,3.0,
creativity_0004,project_example,graphic,1,3.0,
creativity_0004,project_example,image,1,3.0,
creativity_0004,project_example,invitation,1,3.0,
creativity_0004,project_example,letter,1,3.0,
creativity_0004,project_example,management,1,3.0,
creativity_0004,project_example,model,1,3.0,
creativity_0004,project_example,standard,1,3.0,
creativity_0004,project_example,task,1,3.0,
creativity_0004,project_example,team,1,3.0,
creativity_0004,project_example,text,1,3.0,
creativity_0004,project_example,thing,1,3.0,
creativity_0004,project_example,tone,1,3.0,
creativity_0004,project_example,warning,1,3.0,
creativity_0004,walkthrough,design,2,1.0,
creativity_0004,walkthrough,AI,1,2.0,
creativity_0004,walkthrough,admin,1,2.0,
creativity_0004,walkthrough,costume,1,2.0,
creativity_0004,walkthrough,element,1,2.0,
creativity_0004,walkthrough,era,1,2.0,
creativity_0004,walkthrough,fashion,1,2.0,
creativity_0004,walkthrough,memo,1,2.0,
creativity_0004,walkthrough,part,1,2.0,
creativity_0004,walkthrough,process,1,2.0,
creativity_0004,walkthrough,research,1,2.0,
creativity_0004,walkthrough,screen,1,2.0,
creativity_0004,walkthrough,script,1,2.0,
creativity_0004,walkthrough,task,1,2.0,
creativity_0004,walkthrough,thing,1,2.0,
creativity_0004,walkthrough,time,1,2.0,
creativity_0004,walkthrough,tool,1,2.0,
creativity_0004,walkthrough,work,1,2.0,
creativity_0004,walkthrough,writing,1,2.0,
creativity_0005,basic_job_description,TikTok,2,1.0,
creativity_0005,basic_job_description,content,2,1.0,
creativity_0005,basic_job_description,thing,2,1.0,
creativity_0005,basic_job_description,Art,1,2.0,
creativity_0005,basic_job_description,Business,1,2.0,
creativity_0005,basic_job_description,Facebook,1,2.0,
creativity_0005,basic_job_description,Google,1,2.0,
creativity_0005,basic_job_description,Instagram,1,2.0,
creativity_0005,basic_job_description,OptiSign,1,2.0,
creativity_0005,basic_job_description,Student,1,2.0,
creativity_0005,basic_job_description,Week,1,2.0,
creativity_0005,basic_job_description,app,1,2.0,
creativity_0005,basic_job_description,caption,1,2.0,
creativity_0005,basic_job_description,comment,1,2.0,
creativity_0005,basic_job_description,edit,1,2.0,
creativity_0005,basic_job_description,film,1,2.0,
creativity_0005,basic_job_description,fun,1,2.0,
creativity_0005,basic_job_description,hashtag,1,2.0,
creativity_0005,basic_job_description,idea,1,2.0,
creativity_0005,basic_job_description,job,1,2.0,
creativity_0005,basic_job_description,knowledge,1,2.0,
creativity_0005,basic_job_description,location,1,2.0,
creativity_0005,basic_job_description,lot,1,2.0,
creativity_0005,basic_job_description,media,1,2.0,
creativity_0005,basic_job_description,meta,1,2.0,
creativity_0005,basic_job_description,month,1,2.0,
creativity_0005,basic_job_description,project,1,2.0,
creativity_0005,basic_job_description,reel,1,2.0,
creativity_0005,basic_job_description,school,1,2.0,
creativity_0005,basic_job_description,segment,1,2.0,
creativity_0005,basic_job_description,show,1,2.0,
creativity_0005,basic_job_description,side,1,2.0,
creativity_0005,basic_job_description,sister,1,2.0,
creativity_0005,basic_job_description,video,1,2.0,
creativity_0005,basic_job_description,work,1,2.0,
creativity_0005,changed_aspects,aspect,1,1.0,
creativity_0005,changed_aspects,editing,1,1.0,
creativity_0005,changed_aspects,efficiency,1,1.0,
creativity_0005,changed_aspects,filming,1,1.0,
creativity_0005,changed_aspects,job,1,1.0,
creativity_0005,changed_aspects,ton,1,1.0,
creativity_0005,concerns,AI,3,1.0,
creativity_0005,concerns,day,2,2.0,
creativity_0005,concerns,impact,2,2.0,
creativity_0005,concerns,Google,1,3.0,
creativity_0005,concerns,dream,1,3.0,
creativity_0005,concerns,head,1,3.0,
creativity_0005,concerns,info,1,3.0,
creativity_0005,concerns,job,1,3.0,
creativity_0005,concerns,manager,1,3.0,
creativity_0005,concerns,media,1,3.0,
creativity_0005,concerns,response,1,3.0,
creativity_0005,concerns,search,1,3.0,
creativity_0005,concerns,work,1,3.0,
creativity_0005,dynamic,type,2,1.0,
creativity_0005,dynamic,chatbot,1,2.0,
creativity_0005,dynamic,experience,1,2.0,
creativity_0005,dynamic,insight,1,2.0,
creativity_0005,dynamic,look,1,2.0,
