section,category,pos_group_cb,lemma,token_count
changed_aspects,AUTHORSHIP,NOUN,page,14
changed_aspects,AUTHORSHIP,NOUN,part,13
changed_aspects,AUTHORSHIP,NOUN,content,12
changed_aspects,AUTHORSHIP,VERB,be,402
changed_aspects,AUTHORSHIP,VERB,work,77
changed_aspects,AUTHORSHIP,VERB,change,44
changed_aspects,AUTHORSHIP,VERB,create,29
changed_aspects,AUTHORSHIP,VERB,write,22
changed_aspects,AUTHORSHIP,VERB,go,18
changed_aspects,AUTHORSHIP,VERB,need,18
changed_aspects,AUTHORSHIP,VERB,answer,11
changed_aspects,AUTHORSHIP,VERB,design,11
changed_aspects,AUTHORSHIP,VERB,edit,9
changed_aspects,CONTROL,NOUN,question,11
changed_aspects,CONTROL,NOUN,flow,9
changed_aspects,CONTROL,NOUN,media,8
changed_aspects,CONTROL,NOUN,experience,5
changed_aspects,CONTROL,NOUN,control,3
changed_aspects,CONTROL,NOUN,decision,3
changed_aspects,CONTROL,NOUN,direction,2
changed_aspects,CONTROL,NOUN,chat,1
changed_aspects,CONTROL,VERB,make,40
changed_aspects,CONTROL,VERB,allow,16
changed_aspects,CONTROL,VERB,decide,5
changed_aspects,CONTROL,VERB,let,4
changed_aspects,CONTROL,VERB,guide,3
changed_aspects,CONTROL,VERB,lead,3
changed_aspects,CONTROL,VERB,direct,2
changed_aspects,CONTROL,VERB,drive,2
changed_aspects,CONTROL,VERB,manage,2
changed_aspects,CONTROL,VERB,choose,1
changed_aspects,IDEATION,NOUN,use,105
changed_aspects,IDEATION,NOUN,idea,55
changed_aspects,IDEATION,NOUN,editing,15
changed_aspects,IDEATION,NOUN,concept,10
changed_aspects,IDEATION,NOUN,planning,8
changed_aspects,IDEATION,NOUN,board,7
changed_aspects,IDEATION,NOUN,style,7
changed_aspects,IDEATION,NOUN,etc.,6
changed_aspects,IDEATION,NOUN,sort,6
changed_aspects,IDEATION,NOUN,feature,5
changed_aspects,IDEATION,VERB,have,254
changed_aspects,IDEATION,VERB,like,57
changed_aspects,IDEATION,VERB,get,53
changed_aspects,IDEATION,VERB,think,50
changed_aspects,IDEATION,VERB,find,37
changed_aspects,IDEATION,VERB,research,29
changed_aspects,IDEATION,VERB,come,25
changed_aspects,IDEATION,VERB,start,22
changed_aspects,IDEATION,VERB,give,19
changed_aspects,IDEATION,VERB,try,19
concerns,AI_USE,NOUN,ai,319
concerns,AI_USE,NOUN,creative,79
concerns,AI_USE,NOUN,concern,67
concerns,AI_USE,NOUN,lot,44
concerns,AI_USE,NOUN,job,40
concerns,AI_USE,NOUN,writer,40
concerns,AI_USE,NOUN,time,36
concerns,AI_USE,NOUN,tool,35
concerns,AI_USE,NOUN,artist,33
concerns,AI_USE,NOUN,need,32
concerns,AI_USE,VERB,do,167
concerns,AI_USE,VERB,use,119
concerns,AI_USE,VERB,take,48
concerns,AI_USE,VERB,see,45
concerns,AI_USE,VERB,generate,40
concerns,AI_USE,VERB,know,35
concerns,AI_USE,VERB,become,29
concerns,AI_USE,VERB,feel,27
concerns,AI_USE,VERB,worry,26
concerns,AI_USE,VERB,want,25
concerns,AUTHORSHIP,NOUN,person,119
concerns,AUTHORSHIP,NOUN,work,100
concerns,AUTHORSHIP,NOUN,human,97
concerns,AUTHORSHIP,NOUN,art,49
concerns,AUTHORSHIP,NOUN,writing,44
concerns,AUTHORSHIP,NOUN,thing,36
concerns,AUTHORSHIP,NOUN,field,34
concerns,AUTHORSHIP,NOUN,book,31
concerns,AUTHORSHIP,NOUN,content,24
concerns,AUTHORSHIP,NOUN,image,23
concerns,AUTHORSHIP,VERB,be,731
concerns,AUTHORSHIP,VERB,work,100
concerns,AUTHORSHIP,VERB,write,55
concerns,AUTHORSHIP,VERB,create,45
concerns,AUTHORSHIP,VERB,need,32
concerns,AUTHORSHIP,VERB,go,27
concerns,AUTHORSHIP,VERB,put,19
concerns,AUTHORSHIP,VERB,lose,16
concerns,AUTHORSHIP,VERB,design,15
concerns,AUTHORSHIP,VERB,pay,15
concerns,CONTROL,NOUN,experience,8
concerns,CONTROL,NOUN,media,7
concerns,CONTROL,NOUN,decision,5
concerns,CONTROL,NOUN,question,4
concerns,CONTROL,NOUN,control,3
concerns,CONTROL,NOUN,direction,2
concerns,CONTROL,VERB,make,85
concerns,CONTROL,VERB,let,7
concerns,CONTROL,VERB,choose,6
concerns,CONTROL,VERB,lead,5
concerns,CONTROL,VERB,allow,4
concerns,CONTROL,VERB,drive,4
concerns,CONTROL,VERB,pick,2
concerns,CONTROL,VERB,manage,1
concerns,CONTROL,VERB,set,1
concerns,IDEATION,NOUN,use,119
concerns,IDEATION,NOUN,idea,17
concerns,IDEATION,NOUN,creativity,16
concerns,IDEATION,NOUN,editing,12
concerns,IDEATION,NOUN,fact,8
concerns,IDEATION,NOUN,reader,8
concerns,IDEATION,NOUN,sound,7
concerns,IDEATION,NOUN,style,7
concerns,IDEATION,NOUN,etc.,6
concerns,IDEATION,NOUN,blog,5
concerns,IDEATION,VERB,have,201
concerns,IDEATION,VERB,think,84
concerns,IDEATION,VERB,like,66
concerns,IDEATION,VERB,get,50
concerns,IDEATION,VERB,find,19
concerns,IDEATION,VERB,tell,18
concerns,IDEATION,VERB,come,14
concerns,IDEATION,VERB,look,14
concerns,IDEATION,VERB,start,14
concerns,IDEATION,VERB,try,13
dynamic,AI_USE,NOUN,ai,192
dynamic,AI_USE,NOUN,creative,96
dynamic,AI_USE,NOUN,help,39
dynamic,AI_USE,NOUN,time,39
dynamic,AI_USE,NOUN,model,37
dynamic,AI_USE,NOUN,one,35
dynamic,AI_USE,NOUN,way,32
dynamic,AI_USE,NOUN,need,30
dynamic,AI_USE,NOUN,collaboration,26
dynamic,AI_USE,NOUN,process,26
dynamic,AI_USE,VERB,do,125
dynamic,AI_USE,VERB,use,92
dynamic,AI_USE,VERB,feel,76
dynamic,AI_USE,VERB,want,48
dynamic,AI_USE,VERB,ask,40
dynamic,AI_USE,VERB,help,39
dynamic,AI_USE,VERB,say,31
dynamic,AI_USE,VERB,take,29
dynamic,AI_USE,VERB,know,23
dynamic,AI_USE,VERB,prompt,22
dynamic,AUTHORSHIP,NOUN,work,55
dynamic,AUTHORSHIP,NOUN,thing,39
dynamic,AUTHORSHIP,NOUN,image,23
dynamic,AUTHORSHIP,NOUN,writing,23
dynamic,AUTHORSHIP,NOUN,story,18
dynamic,AUTHORSHIP,NOUN,part,16
dynamic,AUTHORSHIP,NOUN,human,14
dynamic,AUTHORSHIP,NOUN,design,12
dynamic,AUTHORSHIP,NOUN,art,11
dynamic,AUTHORSHIP,NOUN,conversation,11
dynamic,AUTHORSHIP,VERB,be,564
dynamic,AUTHORSHIP,VERB,work,55
dynamic,AUTHORSHIP,VERB,go,31
dynamic,AUTHORSHIP,VERB,need,30
dynamic,AUTHORSHIP,VERB,write,22
dynamic,AUTHORSHIP,VERB,create,18
dynamic,AUTHORSHIP,VERB,design,12
dynamic,AUTHORSHIP,VERB,add,9
dynamic,AUTHORSHIP,VERB,edit,9
dynamic,AUTHORSHIP,VERB,produce,9
dynamic,CONTROL,NOUN,decision,69
dynamic,CONTROL,NOUN,control,23
dynamic,CONTROL,NOUN,direction,16
dynamic,CONTROL,NOUN,question,15
dynamic,CONTROL,NOUN,experience,6
dynamic,CONTROL,NOUN,media,4
dynamic,CONTROL,NOUN,flow,3
dynamic,CONTROL,NOUN,chat,2
dynamic,CONTROL,VERB,make,57
dynamic,CONTROL,VERB,drive,50
dynamic,CONTROL,VERB,decide,10
dynamic,CONTROL,VERB,direct,8
dynamic,CONTROL,VERB,let,7
dynamic,CONTROL,VERB,allow,6
dynamic,CONTROL,VERB,lead,6
dynamic,CONTROL,VERB,choose,5
dynamic,CONTROL,VERB,guide,5
dynamic,CONTROL,VERB,set,5
dynamic,IDEATION,NOUN,idea,106
dynamic,IDEATION,NOUN,use,92
dynamic,IDEATION,NOUN,etc.,11
dynamic,IDEATION,NOUN,creativity,9
dynamic,IDEATION,NOUN,sound,9
dynamic,IDEATION,NOUN,style,8
dynamic,IDEATION,NOUN,theme,7
dynamic,IDEATION,NOUN,concept,6
dynamic,IDEATION,NOUN,editing,6
dynamic,IDEATION,NOUN,term,6
dynamic,IDEATION,VERB,have,157
dynamic,IDEATION,VERB,like,99
dynamic,IDEATION,VERB,get,59
dynamic,IDEATION,VERB,give,44
dynamic,IDEATION,VERB,think,42
dynamic,IDEATION,VERB,try,27
dynamic,IDEATION,VERB,come,26
dynamic,IDEATION,VERB,find,22
dynamic,IDEATION,VERB,look,21
dynamic,IDEATION,VERB,tell,20
extra_comments,AI_USE,NOUN,ai,47
extra_comments,AI_USE,NOUN,thanks,19
extra_comments,AI_USE,NOUN,time,15
extra_comments,AI_USE,NOUN,way,10
extra_comments,AI_USE,NOUN,creative,8
extra_comments,AI_USE,NOUN,model,8
extra_comments,AI_USE,NOUN,lot,6
extra_comments,AI_USE,NOUN,tool,6
extra_comments,AI_USE,NOUN,future,5
extra_comments,AI_USE,NOUN,help,5
extra_comments,AI_USE,VERB,do,34
extra_comments,AI_USE,VERB,thank,32
extra_comments,AI_USE,VERB,use,20
extra_comments,AI_USE,VERB,cover,11
extra_comments,AI_USE,VERB,hope,6
extra_comments,AI_USE,VERB,see,6
extra_comments,AI_USE,VERB,take,6
extra_comments,AI_USE,VERB,want,6
extra_comments,AI_USE,VERB,help,5
extra_comments,AI_USE,VERB,know,5
extra_comments,AUTHORSHIP,NOUN,thing,12
extra_comments,AUTHORSHIP,NOUN,cover,11
extra_comments,AUTHORSHIP,NOUN,work,11
extra_comments,AUTHORSHIP,NOUN,person,9
extra_comments,AUTHORSHIP,NOUN,human,6
extra_comments,AUTHORSHIP,NOUN,image,6
extra_comments,AUTHORSHIP,NOUN,art,5
extra_comments,AUTHORSHIP,NOUN,text,5
extra_comments,AUTHORSHIP,NOUN,project,4
extra_comments,AUTHORSHIP,NOUN,type,4
extra_comments,AUTHORSHIP,VERB,be,159
extra_comments,AUTHORSHIP,VERB,work,11
extra_comments,AUTHORSHIP,VERB,add,5
extra_comments,AUTHORSHIP,VERB,need,4
extra_comments,AUTHORSHIP,VERB,write,4
extra_comments,AUTHORSHIP,VERB,change,3
extra_comments,AUTHORSHIP,VERB,mention,3
extra_comments,AUTHORSHIP,VERB,build,2
extra_comments,AUTHORSHIP,VERB,design,2
extra_comments,AUTHORSHIP,VERB,enjoy,2
extra_comments,CONTROL,NOUN,chat,4
extra_comments,CONTROL,NOUN,question,2
extra_comments,CONTROL,NOUN,control,1
extra_comments,CONTROL,NOUN,direction,1
extra_comments,CONTROL,NOUN,experience,1
extra_comments,CONTROL,VERB,make,8
extra_comments,CONTROL,VERB,manage,2
extra_comments,CONTROL,VERB,set,2
extra_comments,CONTROL,VERB,let,1
extra_comments,CONTROL,VERB,pick,1
extra_comments,IDEATION,NOUN,use,20
extra_comments,IDEATION,NOUN,style,8
extra_comments,IDEATION,NOUN,idea,5
extra_comments,IDEATION,NOUN,sound,4
extra_comments,IDEATION,NOUN,creativity,3
extra_comments,IDEATION,NOUN,etc.,3
extra_comments,IDEATION,NOUN,fact,2
extra_comments,IDEATION,NOUN,area,1
extra_comments,IDEATION,NOUN,inspiration,1
extra_comments,IDEATION,NOUN,marketing,1
extra_comments,IDEATION,VERB,think,46
extra_comments,IDEATION,VERB,have,43
extra_comments,IDEATION,VERB,like,16
extra_comments,IDEATION,VERB,get,8
extra_comments,IDEATION,VERB,give,7
extra_comments,IDEATION,VERB,come,6
extra_comments,IDEATION,VERB,find,6
extra_comments,IDEATION,VERB,look,6
extra_comments,IDEATION,VERB,research,4
extra_comments,IDEATION,VERB,start,4
future,AI_USE,NOUN,ai,229
future,AI_USE,NOUN,help,52
future,AI_USE,NOUN,time,45
future,AI_USE,NOUN,tool,44
future,AI_USE,NOUN,creative,40
future,AI_USE,NOUN,model,33
future,AI_USE,NOUN,way,32
future,AI_USE,NOUN,one,24
future,AI_USE,NOUN,year,24
future,AI_USE,NOUN,process,21
future,AI_USE,VERB,use,142
future,AI_USE,VERB,do,116
future,AI_USE,VERB,see,90
future,AI_USE,VERB,help,52
future,AI_USE,VERB,continue,38
future,AI_USE,VERB,want,34
future,AI_USE,VERB,become,28
future,AI_USE,VERB,generate,27
future,AI_USE,VERB,feel,22
future,AI_USE,VERB,hope,22
future,AUTHORSHIP,NOUN,work,68
future,AUTHORSHIP,NOUN,image,37
future,AUTHORSHIP,NOUN,thing,34
future,AUTHORSHIP,NOUN,person,30
future,AUTHORSHIP,NOUN,video,27
future,AUTHORSHIP,NOUN,writing,26
future,AUTHORSHIP,NOUN,design,23
future,AUTHORSHIP,NOUN,human,22
future,AUTHORSHIP,NOUN,project,20
future,AUTHORSHIP,NOUN,content,14
future,AUTHORSHIP,VERB,be,459
future,AUTHORSHIP,VERB,work,68
future,AUTHORSHIP,VERB,create,45
future,AUTHORSHIP,VERB,go,24
future,AUTHORSHIP,VERB,improve,24
future,AUTHORSHIP,VERB,design,23
future,AUTHORSHIP,VERB,change,20
future,AUTHORSHIP,VERB,need,20
future,AUTHORSHIP,VERB,write,20
future,AUTHORSHIP,VERB,edit,15
future,CONTROL,NOUN,media,9
future,CONTROL,NOUN,question,5
future,CONTROL,NOUN,control,4
future,CONTROL,NOUN,flow,3
future,CONTROL,NOUN,experience,2
future,CONTROL,NOUN,direction,1
future,CONTROL,VERB,make,43
future,CONTROL,VERB,allow,6
future,CONTROL,VERB,let,6
future,CONTROL,VERB,lead,4
future,CONTROL,VERB,set,4
future,CONTROL,VERB,determine,2
future,CONTROL,VERB,guide,1
future,CONTROL,VERB,manage,1
future,CONTROL,VERB,pick,1
future,IDEATION,NOUN,use,142
future,IDEATION,NOUN,idea,19
future,IDEATION,NOUN,editing,16
future,IDEATION,NOUN,etc.,13
future,IDEATION,NOUN,sound,9
future,IDEATION,NOUN,style,8
future,IDEATION,NOUN,area,7
future,IDEATION,NOUN,creativity,7
future,IDEATION,NOUN,marketing,7
future,IDEATION,NOUN,term,5
future,IDEATION,VERB,have,124
future,IDEATION,VERB,think,94
future,IDEATION,VERB,like,71
future,IDEATION,VERB,get,56
future,IDEATION,VERB,look,24
future,IDEATION,VERB,keep,20
future,IDEATION,VERB,give,17
future,IDEATION,VERB,find,16
future,IDEATION,VERB,research,16
future,IDEATION,VERB,come,13
intro,AI_USE,NOUN,time,2
intro,AI_USE,NOUN,answer,1
intro,AI_USE,NOUN,artist,1
intro,AI_USE,NOUN,company,1
intro,AI_USE,NOUN,help,1
intro,AI_USE,NOUN,life,1
intro,AI_USE,NOUN,moment,1
intro,AI_USE,NOUN,need,1
intro,AI_USE,NOUN,research,1
intro,AI_USE,NOUN,thanks,1
intro,AI_USE,VERB,sound,78
intro,AI_USE,VERB,do,22
intro,AI_USE,VERB,begin,19
intro,AI_USE,VERB,continue,1
intro,AI_USE,VERB,feel,1
intro,AI_USE,VERB,help,1
intro,AI_USE,VERB,hope,1
intro,AI_USE,VERB,know,1
intro,AI_USE,VERB,say,1
intro,AI_USE,VERB,thank,1
intro,AUTHORSHIP,NOUN,note,1
intro,AUTHORSHIP,NOUN,self,1
intro,AUTHORSHIP,NOUN,work,1
intro,AUTHORSHIP,VERB,be,24
intro,AUTHORSHIP,VERB,go,18
intro,AUTHORSHIP,VERB,answer,1
intro,AUTHORSHIP,VERB,create,1
intro,AUTHORSHIP,VERB,need,1
intro,AUTHORSHIP,VERB,work,1
intro,CONTROL,NOUN,question,43
intro,CONTROL,VERB,let,33
intro,IDEATION,NOUN,sound,78
intro,IDEATION,VERB,have,22
intro,IDEATION,VERB,start,7
intro,IDEATION,VERB,get,5
intro,IDEATION,VERB,think,5
intro,IDEATION,VERB,research,1
intro,IDEATION,VERB,talk,1
project_example,AI_USE,NOUN,ai,214
project_example,AI_USE,NOUN,help,72
project_example,AI_USE,NOUN,model,56
project_example,AI_USE,NOUN,time,56
project_example,AI_USE,NOUN,one,52
project_example,AI_USE,NOUN,need,48
project_example,AI_USE,NOUN,character,43
project_example,AI_USE,NOUN,creative,29
project_example,AI_USE,NOUN,client,28
project_example,AI_USE,NOUN,lot,27
project_example,AI_USE,VERB,use,188
project_example,AI_USE,VERB,do,144
project_example,AI_USE,VERB,ask,79
project_example,AI_USE,VERB,help,72
project_example,AI_USE,VERB,want,64
project_example,AI_USE,VERB,feel,60
project_example,AI_USE,VERB,take,45
project_example,AI_USE,VERB,generate,33
project_example,AI_USE,VERB,see,27
project_example,AI_USE,VERB,say,25
project_example,AUTHORSHIP,NOUN,work,76
project_example,AUTHORSHIP,NOUN,image,72
project_example,AUTHORSHIP,NOUN,project,54
project_example,AUTHORSHIP,NOUN,thing,38
project_example,AUTHORSHIP,NOUN,person,26
project_example,AUTHORSHIP,NOUN,scene,24
project_example,AUTHORSHIP,NOUN,design,23
project_example,AUTHORSHIP,NOUN,story,22
project_example,AUTHORSHIP,NOUN,conversation,20
project_example,AUTHORSHIP,NOUN,kind,19
project_example,AUTHORSHIP,VERB,be,655
project_example,AUTHORSHIP,VERB,work,76
project_example,AUTHORSHIP,VERB,create,56
project_example,AUTHORSHIP,VERB,write,51
project_example,AUTHORSHIP,VERB,go,48
project_example,AUTHORSHIP,VERB,need,48
project_example,AUTHORSHIP,VERB,design,23
project_example,AUTHORSHIP,VERB,change,21
project_example,AUTHORSHIP,VERB,edit,16
project_example,AUTHORSHIP,VERB,add,15
project_example,CONTROL,NOUN,question,9
project_example,CONTROL,NOUN,chat,8
project_example,CONTROL,NOUN,direction,7
project_example,CONTROL,NOUN,experience,7
project_example,CONTROL,NOUN,flow,7
project_example,CONTROL,NOUN,media,6
project_example,CONTROL,NOUN,decision,3
project_example,CONTROL,NOUN,control,2
project_example,CONTROL,VERB,make,79
project_example,CONTROL,VERB,set,17
project_example,CONTROL,VERB,allow,11
project_example,CONTROL,VERB,let,8
project_example,CONTROL,VERB,decide,7
project_example,CONTROL,VERB,lead,6
project_example,CONTROL,VERB,guide,5
project_example,CONTROL,VERB,pick,5
project_example,CONTROL,VERB,choose,4
project_example,CONTROL,VERB,determine,3
project_example,IDEATION,NOUN,use,188
project_example,IDEATION,NOUN,idea,97
project_example,IDEATION,NOUN,style,17
project_example,IDEATION,NOUN,sound,14
project_example,IDEATION,NOUN,theme,13
project_example,IDEATION,NOUN,etc.,12
project_example,IDEATION,NOUN,outline,12
project_example,IDEATION,NOUN,term,12
project_example,IDEATION,NOUN,concept,11
project_example,IDEATION,NOUN,inspiration,11
project_example,IDEATION,VERB,have,264
project_example,IDEATION,VERB,like,89
project_example,IDEATION,VERB,get,59
project_example,IDEATION,VERB,give,57
project_example,IDEATION,VERB,come,48
project_example,IDEATION,VERB,look,41
project_example,IDEATION,VERB,think,40
project_example,IDEATION,VERB,find,38
project_example,IDEATION,VERB,start,25
project_example,IDEATION,VERB,try,22
walkthrough,AI_USE,NOUN,ai,357
walkthrough,AI_USE,NOUN,help,124
walkthrough,AI_USE,NOUN,time,57
walkthrough,AI_USE,NOUN,example,54
walkthrough,AI_USE,NOUN,process,53
walkthrough,AI_USE,NOUN,tool,52
walkthrough,AI_USE,NOUN,need,48
walkthrough,AI_USE,NOUN,research,48
walkthrough,AI_USE,NOUN,character,41
walkthrough,AI_USE,NOUN,creative,40
walkthrough,AI_USE,VERB,use,301
walkthrough,AI_USE,VERB,do,155
walkthrough,AI_USE,VERB,help,124
walkthrough,AI_USE,VERB,ask,84
walkthrough,AI_USE,VERB,generate,48
walkthrough,AI_USE,VERB,want,47
walkthrough,AI_USE,VERB,feel,28
walkthrough,AI_USE,VERB,know,27
walkthrough,AI_USE,VERB,take,26
walkthrough,AI_USE,VERB,check,24
walkthrough,AUTHORSHIP,NOUN,work,59
walkthrough,AUTHORSHIP,NOUN,writing,49
walkthrough,AUTHORSHIP,NOUN,image,48
walkthrough,AUTHORSHIP,NOUN,thing,46
walkthrough,AUTHORSHIP,NOUN,book,35
walkthrough,AUTHORSHIP,NOUN,design,34
walkthrough,AUTHORSHIP,NOUN,video,31
walkthrough,AUTHORSHIP,NOUN,project,29
walkthrough,AUTHORSHIP,NOUN,content,26
walkthrough,AUTHORSHIP,NOUN,story,26
walkthrough,AUTHORSHIP,VERB,be,542
walkthrough,AUTHORSHIP,VERB,work,59
walkthrough,AUTHORSHIP,VERB,write,56
walkthrough,AUTHORSHIP,VERB,create,54
walkthrough,AUTHORSHIP,VERB,need,48
walkthrough,AUTHORSHIP,VERB,design,34
walkthrough,AUTHORSHIP,VERB,go,33
walkthrough,AUTHORSHIP,VERB,draft,24
walkthrough,AUTHORSHIP,VERB,edit,20
walkthrough,AUTHORSHIP,VERB,include,17
walkthrough,CONTROL,NOUN,question,16
walkthrough,CONTROL,NOUN,flow,12
walkthrough,CONTROL,NOUN,media,11
walkthrough,CONTROL,NOUN,chat,8
walkthrough,CONTROL,NOUN,direction,5
walkthrough,CONTROL,NOUN,experience,4
walkthrough,CONTROL,NOUN,control,1
walkthrough,CONTROL,VERB,make,49
walkthrough,CONTROL,VERB,set,12
walkthrough,CONTROL,VERB,let,6
walkthrough,CONTROL,VERB,allow,5
walkthrough,CONTROL,VERB,decide,5
walkthrough,CONTROL,VERB,determine,5
walkthrough,CONTROL,VERB,guide,5
walkthrough,CONTROL,VERB,lead,4
walkthrough,CONTROL,VERB,direct,3
walkthrough,CONTROL,VERB,pick,2
walkthrough,IDEATION,NOUN,use,301
walkthrough,IDEATION,NOUN,idea,113
walkthrough,IDEATION,NOUN,editing,19
walkthrough,IDEATION,NOUN,concept,18
walkthrough,IDEATION,NOUN,inspiration,15
walkthrough,IDEATION,NOUN,outline,15
walkthrough,IDEATION,NOUN,style,15
walkthrough,IDEATION,NOUN,etc.,14
walkthrough,IDEATION,NOUN,area,12
walkthrough,IDEATION,NOUN,sound,12
walkthrough,IDEATION,VERB,have,250
walkthrough,IDEATION,VERB,like,89
walkthrough,IDEATION,VERB,find,61
walkthrough,IDEATION,VERB,come,59
walkthrough,IDEATION,VERB,get,57
walkthrough,IDEATION,VERB,give,50
walkthrough,IDEATION,VERB,research,48
walkthrough,IDEATION,VERB,look,41
walkthrough,IDEATION,VERB,try,29
walkthrough,IDEATION,VERB,brainstorm,25
