transcript_id,sent_id,section,role,cluster,long_cluster,voice,pattern,subj_lemma,pred_lemma,obj_lemma,action_lemma,subj_text,pred_text,obj_text,action_text
creativity_0006,5,dynamic,user,Fiction writing,0,PASS,SVO,that,make,that,,that,made,that,
creativity_0006,5,dynamic,user,Fiction writing,0,ACT,SVO,they,have,reason,,they,have,no reason,
creativity_0006,6,dynamic,user,Fiction writing,0,ACT,SVxCOMP,I,think,,distinguish,I,think,,distinguish
creativity_0006,6,dynamic,user,Fiction writing,0,ACT,SV,AI,distinguish,,,AI,distinguish,,
creativity_0006,6,dynamic,user,Fiction writing,0,ACT,SVO,which,break,flow,,which,break,the flow,
creativity_0006,7,dynamic,user,Fiction writing,0,ACT,SV,it,feel,,,It,feels,,
creativity_0006,7,dynamic,user,Fiction writing,0,ACT,SVxCOMP,I,need,,write,I,need,,write
creativity_0007,1,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,create,content,,I,create,content blog,
creativity_0007,2,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,project,storyboard,video,,a typical project,storyboarding,the video,
creativity_0007,3,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,outline,content,,I,outlining,the content,
creativity_0007,1,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,reach,,,I,reach,,
creativity_0007,1,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,I,guess,,count,I,guess,,count
creativity_0007,1,walkthrough,user,"Art, design, crafts",1,ACT,SVO,you,count,suggestion,,you,count,Grammarly suggestions,
creativity_0007,2,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,tool,,I,use,VidIQ AI tools,
creativity_0007,3,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,I,get,,overwhelm,I,get,,overwhelmed
creativity_0007,5,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,make,,,I,make,,
creativity_0007,5,walkthrough,user,"Art, design, crafts",1,ACT,SVO,able,keep,I,,able,keeps,me,
creativity_0007,1,project_example,user,"Art, design, crafts",1,ACT,SVO,I,do,comparison,,I,did,a side comparison gels,
creativity_0007,2,project_example,user,"Art, design, crafts",1,ACT,SVO,I,write,description,,I,wrote,the description,
